,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
1440,1523_01,Europa,True,B/64/S,55 Cancri e,41,False,0,,0,0,0,Izares Waring,True
1441,1523_02,Europa,True,B/64/S,TRAPPIST-1e,35,False,0,0,0,0,0,Baton Waring,True
1442,1524_01,Earth,True,G/236/S,TRAPPIST-1e,14,False,0,0,0,0,0,Therie Shawforden,True
1443,1525_01,Mars,False,F/299/P,TRAPPIST-1e,20,False,539,1269,38,0,0,Sceros Gin,True
1444,1526_01,Earth,False,F/300/P,55 Cancri e,23,False,4,,2,254,521,Karia Sotond,False
1445,1527_01,Europa,True,D/49/P,55 Cancri e,22,False,0,0,0,0,0,Dirius Boderbint,True
1446,1527_02,Europa,False,D/49/P,TRAPPIST-1e,25,False,0,0,0,0,0,Anchird Boderbint,True
1447,1528_01,Mars,False,D/50/P,55 Cancri e,18,False,3992,673,1360,2,0,Eang Madan,True
1448,1529_01,Europa,False,A/16/S,PSO J318.5-22,25,True,0,7069,0,45,282,Almino Slable,True
1449,1529_02,Europa,False,A/16/S,TRAPPIST-1e,30,False,0,0,0,0,0,Krab Slable,True
1450,1531_01,Earth,False,G/237/S,TRAPPIST-1e,46,False,0,0,533,277,0,Kimena Puckley,False
1451,1532_01,Europa,False,B/65/S,TRAPPIST-1e,27,False,0,31,0,1,11378,Alcorux Bealvewd,False
1452,1533_01,Earth,False,G/244/P,TRAPPIST-1e,53,False,1015,0,0,0,1,Tricky Potters,False
1453,1536_01,Mars,True,F/297/S,TRAPPIST-1e,21,False,0,0,0,0,0,Croo Nuthe,True
1454,1539_01,Europa,,A/17/S,55 Cancri e,32,False,54,3782,0,21,5,Alyadum Barmant,True
1455,1540_01,Europa,False,C/55/P,TRAPPIST-1e,32,False,1,470,0,1440,2114,Shamak Clumshangs,False
1456,1540_02,Europa,False,C/55/P,TRAPPIST-1e,33,True,0,7139,22,0,553,Duhratz Clumshangs,True
1457,1540_03,Europa,False,C/55/P,TRAPPIST-1e,26,False,0,170,0,3718,0,Bahoton Clumshangs,False
1458,1541_01,Earth,False,F/298/S,TRAPPIST-1e,47,False,12,7,0,720,0,Carma Woody,True
1459,1542_01,Mars,False,F/299/S,TRAPPIST-1e,13,False,7172,0,157,20,0,Tot Seche,False
1460,1543_01,Europa,True,C/56/P,55 Cancri e,34,False,0,0,0,0,0,Izarkab Clidly,True
1461,1544_01,Earth,False,G/245/P,TRAPPIST-1e,21,False,9,0,0,0,800,Rosiey Ayalazquez,False
1462,1545_01,Mars,False,,TRAPPIST-1e,20,False,206,0,629,67,523,Hocks Fiha,True
1463,1547_01,Earth,False,F/301/S,TRAPPIST-1e,21,False,163,0,661,32,0,Aarone Hoppers,False
1464,1548_01,Europa,True,B/50/P,55 Cancri e,51,,0,0,0,0,0,Okulk Unicting,True
1465,1548_02,Europa,True,B/50/P,TRAPPIST-1e,18,False,0,0,0,0,0,Sarid Stivelte,True
1466,1550_01,Europa,False,C/58/S,TRAPPIST-1e,26,False,1,230,0,42,4030,Marin Supiensive,False
1467,1550_02,Europa,False,,55 Cancri e,53,True,5022,2376,0,0,235,Coxaton Supiensive,False
1468,1551_01,Europa,False,E/96/P,TRAPPIST-1e,30,False,0,1376,43,0,1460,Skyrmak Clidly,True
1469,1552_01,Earth,True,G/240/S,TRAPPIST-1e,37,False,0,0,0,0,0,Millie Batestonley,False
1470,1555_01,Europa,False,A/18/S,TRAPPIST-1e,45,False,0,1389,0,2987,0,Alcorix Spistory,False
1471,1558_01,Earth,False,G/247/P,TRAPPIST-1e,62,False,877,15,0,0,1,Benja Mcdowns,False
1472,1560_01,Earth,False,G/242/S,TRAPPIST-1e,38,False,0,1,45,0,837,Chary Guezaley,False
1473,1561_01,Earth,False,F/305/P,55 Cancri e,24,False,1030,0,0,0,1122,Kyley Briggins,False
1474,1562_01,Earth,False,F/306/P,TRAPPIST-1e,18,False,341,0,332,102,0,Shelle Simmonders,False
1475,1564_01,Mars,True,F/303/S,TRAPPIST-1e,23,False,0,0,0,0,0,Weers Merie,False
1476,1565_01,Earth,False,F/304/S,PSO J318.5-22,16,False,0,1519,0,0,766,Gordo Fitzgerson,False
1477,1567_01,Europa,True,B/53/P,TRAPPIST-1e,37,False,0,0,0,0,0,Tark Replic,True
1478,1568_01,Earth,False,,TRAPPIST-1e,22,False,1018,100,0,9,0,Idace Burchrison,False
1479,1568_02,Earth,True,G/248/P,PSO J318.5-22,18,False,0,0,,0,0,Samany Burchrison,True
1480,1569_01,Mars,True,F/308/P,TRAPPIST-1e,25,False,0,0,0,0,0,Tors Hac,True
1481,1572_01,Earth,False,G/249/P,TRAPPIST-1e,26,,758,17,11,0,0,Karie Shephendry,False
1482,1572_02,Earth,False,F/309/P,TRAPPIST-1e,25,False,4,0,146,723,0,Lynnie Pager,False
1483,1573_01,Mars,False,D/56/S,TRAPPIST-1e,55,False,938,0,82,0,162,Lychex Butte,False
1484,1576_01,Mars,False,E/97/P,TRAPPIST-1e,28,False,641,0,372,0,16,Oahars Hapie,False
1485,1577_01,Earth,False,F/310/P,,23,False,0,169,,0,0,Keitha Grahangory,True
1486,1578_01,Earth,False,E/98/P,TRAPPIST-1e,22,False,0,24,0,176,783,Everly Garrincent,False
1487,1579_01,Earth,False,F/311/P,55 Cancri e,26,False,333,1819,0,1,0,Rankie Pughanders,True
1488,1580_01,Earth,False,G/246/S,TRAPPIST-1e,13,False,0,0,8,0,714,Enrie Hinesh,False
1489,1580_02,Earth,False,G/246/S,TRAPPIST-1e,18,False,428,0,36,0,424,Janita Hinesh,False
1490,1581_01,Mars,True,F/312/P,TRAPPIST-1e,38,False,0,0,0,0,0,Cor Che,True
1491,1581_02,Mars,True,,TRAPPIST-1e,28,False,0,0,0,0,0,Prabon Che,True
1492,1584_01,Earth,False,F/314/P,TRAPPIST-1e,57,False,433,0,0,371,0,Paulia Thony,False
1493,1584_02,Earth,True,G/251/P,TRAPPIST-1e,0,False,,0,0,0,0,Ronne Thony,False
1494,1585_01,Earth,True,G/252/P,TRAPPIST-1e,18,False,0,0,0,0,0,Salley Crosarios,True
1495,1588_01,Europa,True,E/99/P,TRAPPIST-1e,25,False,0,0,0,0,0,Errima Fullous,True
1496,1588_02,Europa,False,E/99/P,55 Cancri e,35,False,0,17394,0,724,0,Hyaduma Fullous,True
1497,1590_01,Europa,False,D/57/S,TRAPPIST-1e,37,False,0,1336,2,12,7,Neutrin Crakenecal,True
1498,1590_02,Europa,False,D/57/S,55 Cancri e,33,False,0,26,1,33,2439,Ankark Crakenecal,False
1499,1592_01,Europa,False,C/60/S,TRAPPIST-1e,35,False,305,3621,0,320,341,Ankabih Idivent,True
1500,1592_02,Europa,False,C/60/S,55 Cancri e,47,False,16,2127,1487,0,196,Arid Idivent,True
1501,1593_01,Earth,False,E/114/S,TRAPPIST-1e,23,False,5,51,0,732,0,Gwendy Savaraldez,False
1502,1594_01,Earth,False,G/253/P,TRAPPIST-1e,,False,0,3,0,2,923,Lis Delazarson,True
1503,1595_01,Europa,False,C/57/P,55 Cancri e,27,False,0,4342,0,,36,Pharmus Reming,True
1504,1596_01,Europa,True,B/54/P,TRAPPIST-1e,23,False,0,0,0,0,0,Izarfik Replipent,True
1505,1597_01,Earth,True,G/254/P,TRAPPIST-1e,31,False,0,0,0,0,,Thewis Hahnstonsen,True
1506,1599_01,Europa,True,C/58/P,TRAPPIST-1e,19,False,0,0,,0,0,Giedion Drelcate,True
1507,1599_02,Europa,True,C/58/P,55 Cancri e,53,False,0,0,0,0,0,Enifak Drelcate,True
1508,1601_01,Earth,False,G/255/P,TRAPPIST-1e,37,False,22,5,0,747,0,Elenna Mulley,False
1509,1602_01,Earth,False,F/307/S,TRAPPIST-1e,18,False,0,0,0,2681,55,Vina Chardsons,False
1510,1603_01,Earth,False,F/317/P,TRAPPIST-1e,42,False,0,594,0,0,119,Tyle Carreralend,False
1511,1603_02,Earth,True,G/256/P,TRAPPIST-1e,7,False,0,0,0,0,0,Card Carreralend,True
1512,1603_03,Earth,False,G/256/P,55 Cancri e,7,False,0,0,0,0,0,Dessie Carreralend,True
1513,1604_01,Earth,False,G/257/P,TRAPPIST-1e,24,False,2,3,0,616,161,Dellie Rostarks,False
1514,1606_01,Europa,False,E/116/S,TRAPPIST-1e,20,False,13,817,0,1435,22,Furuson Oilloody,True
1515,1608_01,Earth,False,F/319/P,TRAPPIST-1e,24,False,1158,193,798,2,0,Glena Dicksons,False
1516,1611_01,Earth,False,G/248/S,TRAPPIST-1e,42,False,0,865,0,0,44,Lorey Torrez,True
1517,1612_01,Europa,False,E/101/P,TRAPPIST-1e,49,False,0,3750,0,2,341,Furuson Entenedy,True
1518,1612_02,Europa,True,E/101/P,TRAPPIST-1e,47,False,0,0,0,0,0,Arraid Entenedy,True
1519,1613_01,Earth,False,,55 Cancri e,16,False,825,9,0,0,42,Judya Josey,False
1520,1614_01,Mars,False,F/321/P,TRAPPIST-1e,26,True,432,0,965,35,0,Duckes Conie,False
1521,1615_01,Earth,False,F/322/P,TRAPPIST-1e,24,False,0,0,6,685,0,Kencey Lopelases,False
1522,1615_02,Earth,True,G/259/P,TRAPPIST-1e,38,False,0,0,,0,0,Therta Harperez,True
1523,1615_03,Earth,False,G/259/P,TRAPPIST-1e,0,False,0,0,0,0,0,Terina Lopelases,True
1524,1617_01,Mars,False,D/53/P,PSO J318.5-22,37,False,295,1575,19,515,0,Ots Blan,False
1525,1619_01,Earth,True,G/249/S,TRAPPIST-1e,39,False,0,0,0,0,0,Vanard Hinglendez,True
1526,1621_01,Earth,False,F/308/S,55 Cancri e,25,False,553,0,1,239,8,Jeane Dukertyler,True
1527,1621_02,Earth,False,F/308/S,PSO J318.5-22,25,False,172,129,41,0,341,Valex Dukertyler,False
1528,1622_01,Mars,True,F/323/P,TRAPPIST-1e,35,False,0,0,0,0,0,Jayrin Sau,True
1529,1624_01,Earth,True,G/250/S,PSO J318.5-22,0,False,0,0,0,,0,Joanry Barbes,True
1530,1624_02,Earth,False,G/250/S,55 Cancri e,46,False,612,0,62,0,0,Dorice Barbes,True
1531,1624_03,Earth,,G/250/S,TRAPPIST-1e,4,False,0,0,0,0,,Eristy Barbes,True
1532,1625_01,Europa,True,C/59/P,55 Cancri e,19,False,0,0,0,0,0,Weznif Patimonne,True
1533,1625_02,Europa,False,C/59/P,TRAPPIST-1e,29,False,0,930,0,2113,98,Dabik Patimonne,False
1534,1626_01,Earth,False,F/324/P,TRAPPIST-1e,19,False,,9,0,0,1,Raceky Logannon,False
1535,1628_01,Europa,True,B/71/S,TRAPPIST-1e,47,False,0,0,0,0,0,Zauri Foraud,True
1536,1630_01,Earth,True,G/252/S,PSO J318.5-22,1,False,0,0,0,0,0,Rayne Cofferson,True
1537,1630_02,Earth,True,G/252/S,TRAPPIST-1e,4,False,0,0,0,0,0,Shery Cofferson,False
1538,1630_03,Earth,False,F/309/S,TRAPPIST-1e,37,False,0,27,11,732,5,Elanda Cofferson,False
1539,1631_01,Earth,False,E/118/S,TRAPPIST-1e,61,False,1215,32,0,0,362,Toniel Kennetty,False
1540,1632_01,Europa,True,C/62/S,TRAPPIST-1e,32,False,0,,0,0,0,Cella Fatted,True
1541,1633_01,Earth,True,G/261/P,TRAPPIST-1e,4,False,0,0,0,0,,Ferry Thony,True
1542,1633_02,Earth,True,G/261/P,TRAPPIST-1e,16,False,0,0,0,0,0,Tyrony Thony,True
1543,1634_01,Earth,True,G/253/S,55 Cancri e,25,False,0,0,0,0,0,Armen Conleydenan,False
1544,1635_01,Earth,False,F/325/P,TRAPPIST-1e,22,False,1300,0,,0,1134,Iandy Tuckers,False
1545,1636_01,Earth,False,G/254/S,TRAPPIST-1e,41,False,139,666,6,71,25,Daisya Connelson,False
1546,1637_01,Earth,True,G/255/S,TRAPPIST-1e,25,False,0,0,0,0,0,Leony Ricews,True
1547,1638_01,Earth,False,E/119/S,TRAPPIST-1e,19,False,414,0,66,307,0,Roydo Ballocks,False
1548,1640_01,Earth,False,G/262/P,TRAPPIST-1e,21,False,305,0,1,618,2,Essara Scotterkins,True
1549,1644_01,Earth,False,F/327/P,55 Cancri e,14,False,0,2,0,0,794,Lavey Waltonnedy,False
1550,1645_01,,True,,55 Cancri e,18,False,0,0,0,0,0,Andace Thonyderson,False
1551,1646_01,Earth,False,G/264/P,TRAPPIST-1e,34,False,0,0,885,0,0,Marily Monroellynn,True
1552,1647_01,Earth,False,F/328/P,TRAPPIST-1e,33,False,954,0,10,3,2,Juanna Fisheparks,False
1553,1649_01,Earth,True,G/265/P,55 Cancri e,14,False,0,0,0,0,0,Diandi Hinglendez,False
1554,1650_01,Earth,True,G/258/S,55 Cancri e,28,False,0,0,0,0,0,Walla Hodes,True
1555,1651_01,Earth,True,G/266/P,PSO J318.5-22,43,False,0,0,0,,0,Camina Wonglasquez,False
1556,1651_02,Earth,False,G/266/P,55 Cancri e,3,False,0,0,0,0,0,Ebonyd Lynnerett,True
1557,1651_03,Earth,True,G/266/P,PSO J318.5-22,0,False,0,0,0,0,0,Deanny Wonglasquez,True
1558,1653_01,Europa,False,A/19/S,,47,False,4,1303,830,774,2,Phernar Oderient,False
1559,1655_01,Earth,False,,TRAPPIST-1e,28,False,3202,,0,0,5,Karay Dicksons,False
1560,1655_02,Earth,False,F/310/S,TRAPPIST-1e,40,False,0,807,0,0,0,Nadie Dicksons,True
1561,1656_01,Earth,False,F/311/S,TRAPPIST-1e,17,False,1,160,37,0,,Keithy Mallerez,False
1562,1657_01,Earth,False,G/267/P,TRAPPIST-1e,21,False,0,0,218,109,5321,Shally Alest,False
1563,1658_01,Mars,False,F/312/S,TRAPPIST-1e,,False,1150,0,6,4,0,Sallos Part,True
1564,1659_01,Earth,False,F/313/S,TRAPPIST-1e,41,False,0,82,3,0,718,Rayle Pugherman,False
1565,1660_01,Earth,,E/122/S,TRAPPIST-1e,20,False,0,1,0,905,0,Estina Cardner,False
1566,1661_01,Europa,False,A/20/S,TRAPPIST-1e,56,False,0,0,0,0,0,Arin Fringh,False
1567,1661_02,Europa,False,A/20/S,TRAPPIST-1e,57,False,0,62,0,2136,178,Almino Earmeter,False
1568,1661_03,Europa,True,A/20/S,TRAPPIST-1e,48,False,0,0,0,0,0,Quarkib Fringh,True
1569,1661_04,Europa,False,A/20/S,TRAPPIST-1e,37,False,0,2390,0,1306,,Branev Fringh,False
1570,1662_01,Earth,False,F/314/S,PSO J318.5-22,20,False,127,0,0,542,0,Wenise Sterson,False
1571,1663_01,Earth,True,G/268/P,PSO J318.5-22,36,False,0,0,0,0,0,Carita Villenson,True
1572,1666_01,Europa,False,D/59/S,TRAPPIST-1e,38,False,158,787,2820,,86,Askedus Retefule,True
1573,1668_01,Earth,False,F/316/S,TRAPPIST-1e,22,False,2,0,6,101,536,Millia Watsongley,False
1574,1669_01,Mars,False,F/317/S,TRAPPIST-1e,31,False,2436,0,147,16,0,Flams Spane,False
1575,1669_02,Mars,True,F/317/S,TRAPPIST-1e,0,False,0,0,0,0,0,Spuffs Spane,True
1576,1669_03,Mars,False,F/317/S,55 Cancri e,21,False,1481,0,881,0,0,Pokix Perte,False
1577,1670_01,Earth,False,G/269/P,TRAPPIST-1e,49,False,0,67,213,2,1442,Aleen Sancasey,False
1578,1670_02,Earth,True,G/269/P,TRAPPIST-1e,44,False,0,0,0,0,0,Jordy Sancasey,False
1579,1671_01,Europa,False,B/73/S,55 Cancri e,,False,0,859,0,6704,64,Muonan Mosteraked,False
1580,1672_01,Earth,False,F/318/S,TRAPPIST-1e,29,False,7,0,0,797,0,Elicia Solivers,False
1581,1673_01,Earth,False,F/330/P,55 Cancri e,16,False,876,0,5,1,16,Benny Perrerojass,False
1582,1674_01,Earth,True,G/260/S,PSO J318.5-22,20,False,0,0,0,0,0,,False
1583,1676_01,Earth,True,G/270/P,TRAPPIST-1e,26,False,0,0,0,0,0,Pennie Staffersby,False
1584,1677_01,Earth,False,E/103/P,TRAPPIST-1e,19,False,5,87,0,0,,Warry Robins,False
1585,1681_01,Earth,False,G/261/S,TRAPPIST-1e,34,False,1,89,0,793,0,Tonia Englence,False
1586,1682_01,Mars,True,F/331/P,TRAPPIST-1e,38,False,0,0,0,0,0,Miten Watte,True
1587,1685_01,Earth,False,,55 Cancri e,51,False,0,260,91,0,264,Sanda Dillestron,False
1588,1685_02,Earth,False,G/272/P,55 Cancri e,7,False,0,0,0,0,0,Vana Dillestron,False
1589,1685_03,Earth,True,G/272/P,TRAPPIST-1e,3,False,0,0,0,0,0,Camina Dillestron,True
1590,1687_01,Mars,False,F/334/P,TRAPPIST-1e,26,True,714,450,208,0,44,Bases Batte,False
1591,1688_01,Earth,False,E/124/S,TRAPPIST-1e,27,False,233,554,0,0,0,Tyle Webstenson,False
1592,1688_02,Earth,True,,TRAPPIST-1e,7,False,,0,0,0,0,Claura Webstenson,False
1593,1688_03,Earth,True,G/262/S,TRAPPIST-1e,19,False,,0,0,0,0,Line Webstenson,True
1594,1690_01,Earth,False,F/335/P,TRAPPIST-1e,28,False,0,26,88,5,754,Heryle Paulllegory,False
1595,1691_01,Mars,False,F/321/S,TRAPPIST-1e,27,False,3482,1234,1155,0,0,Sesh Giba,False
1596,1694_01,Earth,True,G/263/S,PSO J318.5-22,31,False,0,,0,0,0,Iria Chavezalez,True
1597,1695_01,Earth,False,G/264/S,TRAPPIST-1e,26,False,324,0,201,2,256,Fredy Moraleney,False
1598,1696_01,Europa,False,B/55/P,TRAPPIST-1e,43,False,0,760,17,15331,427,Alam Iderinelay,False
1599,1697_01,Earth,False,G/274/P,TRAPPIST-1e,23,,0,13,0,773,0,Hollie Blainson,False
1600,1698_01,,True,E/125/S,PSO J318.5-22,14,False,0,0,0,0,0,Cakes Make,True
1601,1699_01,Earth,False,F/336/P,55 Cancri e,47,False,0,574,0,0,68,Sall Barkeretton,True
1602,1700_01,Europa,True,B/74/S,TRAPPIST-1e,17,False,0,0,0,0,0,Zavior Waring,True
1603,1700_02,Europa,False,B/74/S,TRAPPIST-1e,64,False,0,4,0,6200,622,Solaron Waring,False
1604,1704_01,Mars,False,D/60/S,TRAPPIST-1e,13,False,1112,0,687,0,3,Tors Breke,False
1605,1704_02,Mars,False,D/60/S,55 Cancri e,18,False,86,1164,516,0,0,Allota Fincy,True
1606,1705_01,Mars,False,E/126/S,TRAPPIST-1e,29,True,0,0,0,0,0,Barave Chake,False
1607,1708_01,Earth,False,F/338/P,PSO J318.5-22,70,False,0,3,1,2,1290,Lavey Hopez,False
1608,1709_01,Mars,False,F/326/S,TRAPPIST-1e,23,False,31,0,1247,0,47,Jurbet Minen,False
1609,1709_02,Mars,False,D/61/S,TRAPPIST-1e,23,False,2210,0,89,0,0,Bet Minen,True
1610,1709_03,Mars,False,,TRAPPIST-1e,35,False,1313,0,24,0,1,Bleark Minen,False
1611,1709_04,Mars,False,E/127/S,TRAPPIST-1e,17,False,1744,0,136,8,8,Donut Minen,False
1612,1709_05,Mars,True,F/326/S,TRAPPIST-1e,26,False,0,0,0,0,0,Fams Minen,True
1613,1709_06,Mars,False,D/61/S,TRAPPIST-1e,15,False,1554,0,646,20,1241,Tyog Minen,False
1614,1709_07,Mars,False,F/326/S,TRAPPIST-1e,19,False,285,54,1246,102,0,Cocowl Minen,False
1615,1710_01,Earth,True,G/276/P,PSO J318.5-22,20,False,0,0,0,0,0,Andrey Mcgowaymond,True
1616,1711_01,Earth,,F/327/S,TRAPPIST-1e,51,False,437,244,908,825,0,,False
1617,1712_01,Mars,,F/339/P,TRAPPIST-1e,17,False,139,0,959,21,0,,False
1618,1712_02,Mars,False,F/339/P,TRAPPIST-1e,27,False,103,1,49,2421,24,Cinets Pamca,False
1619,1713_01,Earth,False,G/277/P,TRAPPIST-1e,43,False,84,726,2,0,0,Calvia Dyers,False
1620,1714_01,Earth,False,G/265/S,TRAPPIST-1e,5,False,0,0,0,0,0,Lorian Parsoney,False
1621,1715_01,Earth,True,G/266/S,TRAPPIST-1e,17,False,0,0,0,0,0,Camily Mirandry,False
1622,1717_01,Earth,False,E/105/P,TRAPPIST-1e,40,False,813,0,473,236,0,Alicey Franankson,True
1623,1717_02,Earth,False,E/105/P,TRAPPIST-1e,38,False,4,0,0,0,1679,Yola Fielsenders,False
1624,1718_01,Earth,True,,TRAPPIST-1e,20,False,0,0,0,0,0,Elindy Reyervaney,True
1625,1719_01,Earth,True,G/278/P,TRAPPIST-1e,13,False,0,0,,0,0,Kerryn Savaraldez,False
1626,1721_01,Earth,False,F/341/P,TRAPPIST-1e,15,False,320,36,5,0,640,Frandy Alest,False
1627,1723_01,Earth,False,E/128/S,TRAPPIST-1e,15,,852,0,0,135,0,Ivaney Holcompson,False
1628,1724_01,Europa,False,A/21/S,55 Cancri e,59,False,8,1563,0,73,31,Hekark Diateous,True
1629,1725_01,Earth,False,F/328/S,TRAPPIST-1e,24,False,0,201,0,0,603,Breney Wheelez,False
1630,1727_01,Mars,True,F/342/P,,,False,0,0,0,0,0,Gibil Barte,True
1631,1727_02,Mars,False,D/54/P,55 Cancri e,52,False,1279,0,1061,359,0,Emoles Barte,False
1632,1728_01,Earth,False,G/280/P,TRAPPIST-1e,38,False,553,0,0,87,243,Elle Bakerson,False
1633,1729_01,Earth,False,F/343/P,TRAPPIST-1e,26,False,21,0,499,568,0,Billya Merce,True
1634,1730_01,Earth,False,E/106/P,55 Cancri e,17,False,68,0,0,0,795,Elson Curton,True
1635,1731_01,Earth,True,G/281/P,PSO J318.5-22,17,False,0,0,0,0,0,Alfrey Santry,True
1636,1731_02,Earth,False,G/281/P,55 Cancri e,20,False,1,808,0,0,0,Lestie Santry,True
1637,1733_01,Earth,False,F/344/P,TRAPPIST-1e,15,False,1336,108,0,0,0,Stevey Chanan,False
1638,1734_01,Earth,True,G/283/P,TRAPPIST-1e,30,False,0,0,0,0,0,Guadae Patrichane,True
1639,1736_01,Earth,True,G/284/P,PSO J318.5-22,22,False,0,0,0,0,0,Therry Blancoy,False
1640,1738_01,Earth,False,E/129/S,TRAPPIST-1e,18,False,0,0,19,467,,Rosey Sawyerson,False
1641,1738_02,Earth,True,G/268/S,55 Cancri e,22,False,0,0,0,0,0,Wenny Sawyerson,True
1642,1739_01,Earth,True,G/269/S,PSO J318.5-22,20,False,0,0,0,0,0,Wine Jarvey,True
1643,1740_01,Earth,False,G/270/S,TRAPPIST-1e,22,False,762,13,10,0,0,Eillis Torrez,False
1644,1742_01,Mars,False,D/55/P,PSO J318.5-22,34,True,49,478,387,0,0,Anack Trad,False
1645,1745_01,Europa,False,E/130/S,TRAPPIST-1e,28,False,0,1310,0,221,6064,,False
1646,1746_01,Mars,True,F/331/S,TRAPPIST-1e,50,False,0,0,0,0,0,Clers Bache,True
1647,1747_01,Earth,False,G/271/S,55 Cancri e,19,False,0,0,496,13,0,Line Santantines,True
1648,1748_01,Earth,False,G/287/P,TRAPPIST-1e,21,False,0,0,0,2,807,Jeresa Burchrison,False
1649,1748_02,Earth,False,G/287/P,TRAPPIST-1e,0,False,0,0,0,0,0,Erice Burchrison,False
1650,1748_03,Earth,False,G/287/P,TRAPPIST-1e,4,False,0,0,0,0,0,Keithy Burchrison,True
1651,1749_01,Earth,True,G/288/P,PSO J318.5-22,59,False,0,0,0,0,0,Monald Coley,False
1652,1752_01,Earth,False,F/333/S,55 Cancri e,15,False,1006,1,0,0,308,Dell Chavezalez,True
1653,1753_01,Earth,True,G/272/S,TRAPPIST-1e,24,False,0,0,0,0,0,Amela Moodson,True
1654,1755_01,Earth,True,G/273/S,TRAPPIST-1e,26,False,0,0,0,0,0,Leneva Mulley,False
1655,1757_01,Earth,False,F/334/S,TRAPPIST-1e,67,False,26,809,0,39,26,Juline Bradamss,False
1656,1758_01,Earth,False,G/274/S,TRAPPIST-1e,55,False,587,0,0,318,3,Maril Fielsenders,False
1657,1760_01,Earth,False,F/336/S,TRAPPIST-1e,50,False,742,21,10,26,4,Elicey Cardsay,False
1658,1761_01,Earth,False,F/347/P,55 Cancri e,23,False,145,490,17,49,1,Ine Sweekstarks,False
1659,1762_01,Earth,False,E/132/S,PSO J318.5-22,21,False,2400,7,0,20,0,Sylvin Casez,True
1660,1762_02,Earth,False,G/275/S,,15,False,104,,0,174,253,Thery Casez,False
1661,1763_01,Europa,False,E/133/S,TRAPPIST-1e,41,False,0,3240,0,59,0,Diskeon Stering,True
1662,1764_01,Mars,True,F/337/S,TRAPPIST-1e,59,False,0,0,0,0,0,Gies Laai,True
1663,1764_02,Mars,False,E/134/S,TRAPPIST-1e,18,False,0,0,0,0,0,Cin Laai,False
1664,1766_01,Earth,False,F/338/S,55 Cancri e,21,False,112,0,0,0,1333,Ronne Adavisons,False
1665,1767_01,Europa,True,C/65/S,55 Cancri e,14,False,0,0,0,0,0,Hekaron Gleroling,True
1666,1767_02,Europa,False,C/65/S,TRAPPIST-1e,50,False,3677,782,0,6,1168,Decruxa Stewder,True
1667,1767_03,Europa,False,C/65/S,TRAPPIST-1e,32,False,2973,3368,124,57,42,Coxatik Gleroling,True
1668,1767_04,Europa,True,C/65/S,TRAPPIST-1e,46,False,0,0,0,0,0,Coxah Gleroling,True
1669,1768_01,Earth,False,G/276/S,TRAPPIST-1e,,False,0,24,0,732,0,Artis Beckeey,False
1670,1769_01,Mars,True,F/339/S,TRAPPIST-1e,58,False,0,0,0,0,0,Choney Sinda,True
1671,1770_01,Europa,True,B/75/S,55 Cancri e,15,False,0,0,0,0,0,Tauxon Wincer,True
1672,1771_01,Earth,False,G/291/P,TRAPPIST-1e,35,False,0,338,436,,0,Antone Cardner,True
1673,1772_01,Mars,False,F/348/P,TRAPPIST-1e,30,False,1220,0,49,39,0,Cheats Butty,False
1674,1774_01,Mars,True,E/135/S,TRAPPIST-1e,30,False,0,0,0,0,0,Anakes Canie,True
1675,1775_01,Earth,False,G/277/S,TRAPPIST-1e,43,False,0,0,870,0,14,Murie Mejiaddox,True
1676,1776_01,Earth,False,G/278/S,TRAPPIST-1e,21,False,0,0,809,0,0,Lynnon Wolffy,False
1677,1778_01,Earth,True,G/279/S,PSO J318.5-22,15,False,0,0,0,0,0,Stanya Adkinson,False
1678,1779_01,Earth,False,F/349/P,55 Cancri e,37,False,164,603,0,0,11,Evan Hermanapp,True
1679,1781_01,Europa,False,C/66/S,55 Cancri e,28,False,0,11026,0,0,12,Alballa Brailidy,True
1680,1782_01,Earth,True,,TRAPPIST-1e,28,False,0,0,0,0,0,Stald Moodson,False
1681,1782_02,Earth,False,F/341/S,TRAPPIST-1e,40,,596,,135,73,0,Carold Moodson,False
1682,1783_01,Earth,False,G/281/S,55 Cancri e,42,False,28,0,0,0,591,Carma Garnettiz,False
1683,1783_02,Earth,True,G/281/S,PSO J318.5-22,21,False,0,0,0,,0,Francy Garnettiz,False
1684,1785_01,Mars,True,E/107/P,55 Cancri e,31,False,0,0,0,,0,Miten Kniva,False
1685,1786_01,Earth,False,F/342/S,TRAPPIST-1e,51,False,28,94,0,34,638,Violey Jacostaney,False
1686,1792_01,Mars,False,F/352/P,TRAPPIST-1e,73,False,27,2,71,1208,0,Duckes Brazo,False
1687,1796_01,Europa,True,C/67/S,TRAPPIST-1e,26,,0,0,0,0,0,Alcyon Hariourcal,True
1688,1797_01,Europa,True,B/57/P,55 Cancri e,33,False,0,0,0,0,0,Dhenar Blanspe,True
1689,1798_01,Earth,False,E/137/S,TRAPPIST-1e,39,False,1,275,33,376,105,Bel Mcfarley,False
1690,1799_01,Earth,False,G/295/P,TRAPPIST-1e,19,,5,639,0,84,180,Shalle Leonaldez,False
1691,1800_01,Earth,False,G/283/S,55 Cancri e,12,False,0,0,0,0,0,Jarena Goffey,True
